Day,Month,Year,Store,Dept,Type,IsHoliday,Weekly_Sales,Size
1,4,2011,41,54,1,0,,196321
8,4,2011,1,47,1,0,,151315
8,4,2011,6,47,1,0,,202505
8,4,2011,15,47,2,0,,123737
8,4,2011,25,94,2,0,,128107
8,4,2011,39,19,1,0,,184109
8,4,2011,44,72,3,0,,39910
15,4,2011,10,47,2,0,,126512
15,4,2011,14,51,1,0,,200898
15,4,2011,19,47,1,0,,203819
15,4,2011,20,77,1,0,,203742
15,4,2011,20,99,1,0,,203742
15,4,2011,21,94,2,0,,140167
15,4,2011,24,54,1,0,,203819
15,4,2011,25,94,2,0,,128107
15,4,2011,28,47,1,0,,206302
15,4,2011,33,52,1,0,,39690
15,4,2011,40,51,1,0,,155083
15,4,2011,41,19,1,0,,196321
15,4,2011,43,33,3,0,,41062
22,4,2011,11,48,1,0,,207499
22,4,2011,16,80,2,0,,57197
22,4,2011,30,27,3,0,,42988
22,4,2011,45,49,2,0,,118221
29,4,2011,16,54,2,0,,57197
29,4,2011,17,94,2,0,,93188
29,4,2011,29,54,2,0,,93638
29,4,2011,29,94,2,0,,93638
29,4,2011,32,51,1,0,,203007
29,4,2011,32,54,1,0,,203007
29,4,2011,35,80,2,0,,103681
6,5,2011,7,19,2,0,,70713
6,5,2011,12,18,2,0,,112238
6,5,2011,17,18,2,0,,93188
6,5,2011,17,49,2,0,,93188
6,5,2011,18,98,2,0,,120653
6,5,2011,19,19,1,0,,203819
6,5,2011,24,19,1,0,,203819
6,5,2011,25,51,2,0,,128107
6,5,2011,34,19,1,0,,158114
6,5,2011,35,80,2,0,,103681
6,5,2011,38,18,3,0,,39690
6,5,2011,41,47,1,0,,196321
13,5,2011,12,47,2,0,,112238
13,5,2011,17,18,2,0,,93188
13,5,2011,21,18,2,0,,140167
13,5,2011,24,45,1,0,,203819
13,5,2011,25,54,2,0,,128107
13,5,2011,27,47,1,0,,204184
13,5,2011,31,18,1,0,,203750
13,5,2011,32,18,1,0,,203007
13,5,2011,34,51,1,0,,158114
13,5,2011,36,18,1,0,,39910
13,5,2011,39,18,1,0,,184109
13,5,2011,42,18,3,0,,39690
20,5,2011,1,54,1,0,,151315
20,5,2011,5,18,2,0,,34875
20,5,2011,9,18,2,0,,125833
20,5,2011,11,18,1,0,,207499
20,5,2011,12,49,2,0,,112238
20,5,2011,14,47,1,0,,200898
20,5,2011,15,18,2,0,,123737
20,5,2011,15,94,2,0,,123737
20,5,2011,17,18,2,0,,93188
20,5,2011,18,18,2,0,,120653
20,5,2011,20,18,1,0,,203742
20,5,2011,20,19,1,0,,203742
20,5,2011,21,94,2,0,,140167
20,5,2011,25,18,2,0,,128107
20,5,2011,26,18,1,0,,152513
20,5,2011,28,18,1,0,,206302
20,5,2011,31,18,1,0,,203750
20,5,2011,31,51,1,0,,203750
20,5,2011,32,18,1,0,,203007
20,5,2011,36,18,1,0,,39910
20,5,2011,38,18,3,0,,39690
20,5,2011,44,9,3,0,,39910
27,5,2011,1,18,1,0,,151315
27,5,2011,3,51,2,0,,37392
27,5,2011,4,18,1,0,,205863
27,5,2011,5,18,2,0,,34875
27,5,2011,9,59,2,0,,125833
27,5,2011,10,18,2,0,,126512
27,5,2011,11,18,1,0,,207499
27,5,2011,14,78,1,0,,200898
27,5,2011,15,18,2,0,,123737
27,5,2011,16,80,2,0,,57197
27,5,2011,16,94,2,0,,57197
27,5,2011,18,18,2,0,,120653
27,5,2011,20,18,1,0,,203742
27,5,2011,21,18,2,0,,140167
27,5,2011,22,54,2,0,,119557
27,5,2011,23,18,2,0,,114533
27,5,2011,23,51,2,0,,114533
27,5,2011,25,18,2,0,,128107
27,5,2011,28,18,1,0,,206302
27,5,2011,29,18,2,0,,93638
27,5,2011,35,18,2,0,,103681
27,5,2011,35,19,2,0,,103681
27,5,2011,36,44,1,0,,39910
27,5,2011,39,18,1,0,,184109
27,5,2011,39,54,1,0,,184109
27,5,2011,42,59,3,0,,39690
3,6,2011,2,18,1,0,,202307
3,6,2011,2,99,1,0,,202307
3,6,2011,3,18,2,0,,37392
3,6,2011,4,18,1,0,,205863
3,6,2011,6,18,1,0,,202505
3,6,2011,9,18,2,0,,125833
3,6,2011,10,18,2,0,,126512
3,6,2011,11,18,1,0,,207499
3,6,2011,12,18,2,0,,112238
3,6,2011,13,18,1,0,,219622
3,6,2011,14,18,1,0,,200898
3,6,2011,15,18,2,0,,123737
3,6,2011,15,54,2,0,,123737
3,6,2011,15,94,2,0,,123737
3,6,2011,18,18,2,0,,120653
3,6,2011,20,18,1,0,,203742
3,6,2011,24,18,1,0,,203819
3,6,2011,24,54,1,0,,203819
3,6,2011,25,18,2,0,,128107
3,6,2011,26,18,1,0,,152513
3,6,2011,31,18,1,0,,203750
3,6,2011,32,48,1,0,,203007
3,6,2011,36,18,1,0,,39910
3,6,2011,43,26,3,0,,41062
10,6,2011,7,18,2,0,,70713
10,6,2011,8,18,1,0,,155078
10,6,2011,9,59,2,0,,125833
10,6,2011,10,47,2,0,,126512
10,6,2011,11,18,1,0,,207499
10,6,2011,14,18,1,0,,200898
10,6,2011,15,18,2,0,,123737
10,6,2011,15,54,2,0,,123737
10,6,2011,16,80,2,0,,57197
10,6,2011,16,83,2,0,,57197
10,6,2011,17,18,2,0,,93188
10,6,2011,17,49,2,0,,93188
10,6,2011,18,18,2,0,,120653
10,6,2011,19,18,1,0,,203819
10,6,2011,20,18,1,0,,203742
10,6,2011,22,18,2,0,,119557
10,6,2011,22,19,2,0,,119557
10,6,2011,25,18,2,0,,128107
10,6,2011,25,94,2,0,,128107
10,6,2011,30,99,3,0,,42988
10,6,2011,32,18,1,0,,203007
10,6,2011,35,18,2,0,,103681
10,6,2011,35,49,2,0,,103681
10,6,2011,39,18,1,0,,184109
10,6,2011,41,18,1,0,,196321
10,6,2011,43,6,3,0,,41062
10,6,2011,43,18,3,0,,41062
17,6,2011,4,18,1,0,,205863
17,6,2011,6,18,1,0,,202505
17,6,2011,7,49,2,0,,70713
17,6,2011,8,18,1,0,,155078
17,6,2011,9,54,2,0,,125833
17,6,2011,9,97,2,0,,125833
17,6,2011,10,94,2,0,,126512
17,6,2011,14,18,1,0,,200898
17,6,2011,16,80,2,0,,57197
17,6,2011,16,94,2,0,,57197
17,6,2011,19,47,1,0,,203819
17,6,2011,20,18,1,0,,203742
17,6,2011,21,18,2,0,,140167
17,6,2011,25,18,2,0,,128107
17,6,2011,25,94,2,0,,128107
17,6,2011,26,18,1,0,,152513
17,6,2011,27,18,1,0,,204184
17,6,2011,29,18,2,0,,93638
17,6,2011,31,18,1,0,,203750
17,6,2011,34,18,1,0,,158114
17,6,2011,35,47,2,0,,103681
17,6,2011,38,20,3,0,,39690
17,6,2011,45,18,2,0,,118221
24,6,2011,2,54,1,0,,202307
24,6,2011,4,18,1,0,,205863
24,6,2011,6,18,1,0,,202505
24,6,2011,10,18,2,0,,126512
24,6,2011,10,47,2,0,,126512
24,6,2011,11,18,1,0,,207499
24,6,2011,11,47,1,0,,207499
24,6,2011,18,18,2,0,,120653
24,6,2011,20,18,1,0,,203742
24,6,2011,21,80,2,0,,140167
24,6,2011,22,18,2,0,,119557
24,6,2011,27,18,1,0,,204184
24,6,2011,29,18,2,0,,93638
24,6,2011,32,18,1,0,,203007
24,6,2011,35,80,2,0,,103681
24,6,2011,39,18,1,0,,184109
24,6,2011,40,18,1,0,,155083
24,6,2011,42,27,3,0,,39690
24,6,2011,44,34,3,0,,39910
1,7,2011,1,18,1,0,,151315
1,7,2011,4,18,1,0,,205863
1,7,2011,5,59,2,0,,34875
1,7,2011,5,94,2,0,,34875
1,7,2011,6,18,1,0,,202505
1,7,2011,8,18,1,0,,155078
1,7,2011,9,47,2,0,,125833
1,7,2011,9,94,2,0,,125833
1,7,2011,12,49,2,0,,112238
1,7,2011,13,18,1,0,,219622
1,7,2011,16,80,2,0,,57197
1,7,2011,17,18,2,0,,93188
1,7,2011,20,47,1,0,,203742
1,7,2011,24,54,1,0,,203819
1,7,2011,25,18,2,0,,128107
1,7,2011,29,18,2,0,,93638
1,7,2011,32,18,1,0,,203007
1,7,2011,34,48,1,0,,158114
1,7,2011,35,18,2,0,,103681
1,7,2011,39,18,1,0,,184109
1,7,2011,40,48,1,0,,155083
1,7,2011,41,18,1,0,,196321
1,7,2011,42,71,3,0,,39690
8,7,2011,1,47,1,0,,151315
8,7,2011,9,47,2,0,,125833
8,7,2011,11,18,1,0,,207499
8,7,2011,13,18,1,0,,219622
8,7,2011,15,94,2,0,,123737
8,7,2011,16,80,2,0,,57197
8,7,2011,21,80,2,0,,140167
8,7,2011,24,18,1,0,,203819
8,7,2011,26,18,1,0,,152513
8,7,2011,27,18,1,0,,204184
8,7,2011,31,18,1,0,,203750
8,7,2011,34,18,1,0,,158114
8,7,2011,35,18,2,0,,103681
8,7,2011,35,49,2,0,,103681
8,7,2011,35,54,2,0,,103681
8,7,2011,42,27,3,0,,39690
15,7,2011,1,18,1,0,,151315
15,7,2011,3,51,2,0,,37392
15,7,2011,5,59,2,0,,34875
15,7,2011,10,94,2,0,,126512
15,7,2011,10,98,2,0,,126512
15,7,2011,12,94,2,0,,112238
15,7,2011,16,80,2,0,,57197
15,7,2011,18,18,2,0,,120653
15,7,2011,18,54,2,0,,120653
15,7,2011,22,19,2,0,,119557
15,7,2011,25,18,2,0,,128107
15,7,2011,25,54,2,0,,128107
15,7,2011,27,18,1,0,,204184
15,7,2011,28,18,1,0,,206302
15,7,2011,31,18,1,0,,203750
15,7,2011,31,99,1,0,,203750
15,7,2011,32,54,1,0,,203007
15,7,2011,35,80,2,0,,103681
15,7,2011,42,6,3,0,,39690
22,7,2011,12,54,2,0,,112238
22,7,2011,17,54,2,0,,93188
22,7,2011,18,47,2,0,,120653
22,7,2011,23,18,2,0,,114533
22,7,2011,25,18,2,0,,128107
22,7,2011,27,18,1,0,,204184
22,7,2011,31,18,1,0,,203750
22,7,2011,32,18,1,0,,203007
22,7,2011,35,19,2,0,,103681
22,7,2011,39,18,1,0,,184109
22,7,2011,40,18,1,0,,155083
29,7,2011,4,18,1,0,,205863
29,7,2011,5,47,2,0,,34875
29,7,2011,14,18,1,0,,200898
29,7,2011,15,78,2,0,,123737
29,7,2011,16,80,2,0,,57197
29,7,2011,17,94,2,0,,93188
29,7,2011,21,98,2,0,,140167
29,7,2011,24,54,1,0,,203819
29,7,2011,26,18,1,0,,152513
29,7,2011,27,18,1,0,,204184
29,7,2011,27,47,1,0,,204184
29,7,2011,29,18,2,0,,93638
29,7,2011,35,80,2,0,,103681
29,7,2011,35,94,2,0,,103681
29,7,2011,39,19,1,0,,184109
29,7,2011,40,18,1,0,,155083
29,7,2011,40,59,1,0,,155083
5,8,2011,3,59,2,0,,37392
5,8,2011,10,47,2,0,,126512
5,8,2011,10,54,2,0,,126512
5,8,2011,13,78,1,0,,219622
5,8,2011,15,18,2,0,,123737
5,8,2011,16,54,2,0,,57197
5,8,2011,16,80,2,0,,57197
5,8,2011,16,94,2,0,,57197
5,8,2011,18,18,2,0,,120653
5,8,2011,22,18,2,0,,119557
5,8,2011,23,48,2,0,,114533
5,8,2011,23,94,2,0,,114533
5,8,2011,26,18,1,0,,152513
5,8,2011,29,36,2,0,,93638
5,8,2011,31,18,1,0,,203750
5,8,2011,34,48,1,0,,158114
5,8,2011,35,94,2,0,,103681
5,8,2011,40,18,1,0,,155083
12,8,2011,1,47,1,0,,151315
12,8,2011,5,19,2,0,,34875
12,8,2011,5,47,2,0,,34875
12,8,2011,8,18,1,0,,155078
12,8,2011,10,18,2,0,,126512
12,8,2011,12,47,2,0,,112238
12,8,2011,13,18,1,0,,219622
12,8,2011,15,54,2,0,,123737
12,8,2011,22,47,2,0,,119557
12,8,2011,31,18,1,0,,203750
12,8,2011,32,18,1,0,,203007
12,8,2011,34,19,1,0,,158114
12,8,2011,37,55,3,0,,39910
12,8,2011,39,18,1,0,,184109
12,8,2011,40,18,1,0,,155083
12,8,2011,43,28,3,0,,41062
12,8,2011,43,72,3,0,,41062
12,8,2011,45,18,2,0,,118221
12,8,2011,45,54,2,0,,118221
19,8,2011,1,47,1,0,,151315
19,8,2011,11,47,1,0,,207499
19,8,2011,12,18,2,0,,112238
19,8,2011,18,54,2,0,,120653
19,8,2011,18,94,2,0,,120653
19,8,2011,23,18,2,0,,114533
19,8,2011,25,18,2,0,,128107
19,8,2011,26,51,1,0,,152513
19,8,2011,27,51,1,0,,204184
19,8,2011,30,59,3,0,,42988
19,8,2011,31,18,1,0,,203750
19,8,2011,32,18,1,0,,203007
19,8,2011,35,94,2,0,,103681
19,8,2011,39,18,1,0,,184109
19,8,2011,42,72,3,0,,39690
19,8,2011,45,18,2,0,,118221
26,8,2011,8,78,1,0,,155078
26,8,2011,16,80,2,0,,57197
26,8,2011,17,41,2,0,,93188
26,8,2011,25,6,2,0,,128107
26,8,2011,30,72,3,0,,42988
26,8,2011,45,51,2,0,,118221
2,9,2011,10,47,2,0,,126512
2,9,2011,10,98,2,0,,126512
2,9,2011,15,18,2,0,,123737
2,9,2011,16,80,2,0,,57197
2,9,2011,19,78,1,0,,203819
2,9,2011,21,18,2,0,,140167
2,9,2011,29,54,2,0,,93638
2,9,2011,31,54,1,0,,203750
2,9,2011,35,47,2,0,,103681
2,9,2011,37,6,3,0,,39910
2,9,2011,44,49,3,0,,39910
9,9,2011,9,80,2,1,,125833
9,9,2011,10,94,2,1,,126512
9,9,2011,16,80,2,1,,57197
9,9,2011,17,77,2,1,,93188
9,9,2011,21,98,2,1,,140167
9,9,2011,23,78,2,1,,114533
9,9,2011,28,54,1,1,,206302
9,9,2011,30,5,3,1,,42988
9,9,2011,35,54,2,1,,103681
9,9,2011,35,94,2,1,,103681
9,9,2011,42,18,3,1,,39690
9,9,2011,43,28,3,1,,41062
16,9,2011,4,47,1,0,,205863
16,9,2011,14,99,1,0,,200898
16,9,2011,15,94,2,0,,123737
16,9,2011,18,97,2,0,,120653
16,9,2011,18,98,2,0,,120653
16,9,2011,22,49,2,0,,119557
16,9,2011,22,54,2,0,,119557
16,9,2011,31,99,1,0,,203750
16,9,2011,33,55,1,0,,39690
16,9,2011,35,94,2,0,,103681
16,9,2011,43,28,3,0,,41062
16,9,2011,44,22,3,0,,39910
23,9,2011,8,54,1,0,,155078
23,9,2011,13,51,1,0,,219622
23,9,2011,14,54,1,0,,200898
23,9,2011,18,97,2,0,,120653
23,9,2011,28,51,1,0,,206302
23,9,2011,30,31,3,0,,42988
23,9,2011,30,32,3,0,,42988
23,9,2011,31,19,1,0,,203750
23,9,2011,34,47,1,0,,158114
23,9,2011,35,19,2,0,,103681
23,9,2011,38,6,3,0,,39690
23,9,2011,38,27,3,0,,39690
23,9,2011,40,47,1,0,,155083
23,9,2011,43,28,3,0,,41062
30,9,2011,3,32,2,0,,37392
30,9,2011,10,78,2,0,,126512
30,9,2011,12,47,2,0,,112238
30,9,2011,15,45,2,0,,123737
30,9,2011,16,78,2,0,,57197
30,9,2011,19,19,1,0,,203819
30,9,2011,23,48,2,0,,114533
30,9,2011,28,54,1,0,,206302
30,9,2011,31,54,1,0,,203750
30,9,2011,34,54,1,0,,158114
30,9,2011,36,6,1,0,,39910
30,9,2011,38,6,3,0,,39690
30,9,2011,42,71,3,0,,39690
30,9,2011,43,25,3,0,,41062
30,9,2011,43,72,3,0,,41062
7,10,2011,5,59,2,0,,34875
7,10,2011,6,47,1,0,,202505
7,10,2011,27,78,1,0,,204184
7,10,2011,29,19,2,0,,93638
7,10,2011,31,99,1,0,,203750
7,10,2011,33,59,1,0,,39690
7,10,2011,35,54,2,0,,103681
7,10,2011,39,19,1,0,,184109
7,10,2011,43,28,3,0,,41062
14,10,2011,1,47,1,0,,151315
14,10,2011,15,80,2,0,,123737
14,10,2011,31,99,1,0,,203750
14,10,2011,36,59,1,0,,39910
14,10,2011,43,28,3,0,,41062
21,10,2011,22,47,2,0,,119557
21,10,2011,25,47,2,0,,128107
21,10,2011,27,78,1,0,,204184
21,10,2011,31,99,1,0,,203750
21,10,2011,32,78,1,0,,203007
21,10,2011,34,47,1,0,,158114
21,10,2011,43,28,3,0,,41062
21,10,2011,45,54,2,0,,118221
28,10,2011,7,47,2,0,,70713
28,10,2011,8,78,1,0,,155078
28,10,2011,17,78,2,0,,93188
28,10,2011,31,78,1,0,,203750
28,10,2011,31,99,1,0,,203750
28,10,2011,32,54,1,0,,203007
28,10,2011,35,51,2,0,,103681
28,10,2011,38,22,3,0,,39690
28,10,2011,39,54,1,0,,184109
28,10,2011,41,47,1,0,,196321
28,10,2011,44,33,3,0,,39910
4,11,2011,5,47,2,0,,34875
4,11,2011,14,54,1,0,,200898
4,11,2011,15,94,2,0,,123737
4,11,2011,17,94,2,0,,93188
4,11,2011,22,94,2,0,,119557
4,11,2011,26,47,1,0,,152513
4,11,2011,32,78,1,0,,203007
4,11,2011,34,48,1,0,,158114
4,11,2011,34,51,1,0,,158114
4,11,2011,35,47,2,0,,103681
4,11,2011,35,56,2,0,,103681
4,11,2011,35,94,2,0,,103681
4,11,2011,43,28,3,0,,41062
11,11,2011,15,37,2,0,,123737
11,11,2011,16,54,2,0,,57197
11,11,2011,20,19,1,0,,203742
11,11,2011,34,19,1,0,,158114
11,11,2011,35,77,2,0,,103681
11,11,2011,35,94,2,0,,103681
11,11,2011,38,33,3,0,,39690
18,11,2011,5,6,2,0,,34875
18,11,2011,15,47,2,0,,123737
18,11,2011,19,54,1,0,,203819
18,11,2011,25,19,2,0,,128107
18,11,2011,26,50,1,0,,152513
18,11,2011,31,19,1,0,,203750
18,11,2011,31,99,1,0,,203750
18,11,2011,33,9,1,0,,39690
18,11,2011,36,9,1,0,,39910
18,11,2011,39,19,1,0,,184109
18,11,2011,43,28,3,0,,41062
18,11,2011,45,47,2,0,,118221
25,11,2011,7,54,2,1,,70713
25,11,2011,7,59,2,1,,70713
25,11,2011,20,19,1,1,,203742
25,11,2011,25,78,2,1,,128107
25,11,2011,42,72,3,1,,39690
2,12,2011,7,19,2,0,,70713
2,12,2011,15,80,2,0,,123737
2,12,2011,30,99,3,0,,42988
2,12,2011,45,54,2,0,,118221
9,12,2011,2,54,1,0,,202307
9,12,2011,3,51,2,0,,37392
9,12,2011,8,54,1,0,,155078
9,12,2011,9,54,2,0,,125833
9,12,2011,10,94,2,0,,126512
9,12,2011,14,47,1,0,,200898
9,12,2011,35,49,2,0,,103681
9,12,2011,35,54,2,0,,103681
9,12,2011,39,47,1,0,,184109
9,12,2011,39,77,1,0,,184109
9,12,2011,43,28,3,0,,41062
16,12,2011,12,47,2,0,,112238
16,12,2011,18,77,2,0,,120653
16,12,2011,18,96,2,0,,120653
16,12,2011,20,19,1,0,,203742
16,12,2011,23,48,2,0,,114533
16,12,2011,27,47,1,0,,204184
16,12,2011,29,80,2,0,,93638
16,12,2011,31,47,1,0,,203750
16,12,2011,35,19,2,0,,103681
16,12,2011,40,54,1,0,,155083
16,12,2011,43,28,3,0,,41062
16,12,2011,44,9,3,0,,39910
16,12,2011,45,54,2,0,,118221
23,12,2011,1,47,1,0,,151315
23,12,2011,14,47,1,0,,200898
23,12,2011,14,78,1,0,,200898
23,12,2011,17,49,2,0,,93188
23,12,2011,18,96,2,0,,120653
23,12,2011,19,47,1,0,,203819
23,12,2011,20,96,1,0,,203742
23,12,2011,23,47,2,0,,114533
23,12,2011,30,99,3,0,,42988
23,12,2011,31,47,1,0,,203750
23,12,2011,35,47,2,0,,103681
23,12,2011,43,28,3,0,,41062
23,12,2011,43,85,3,0,,41062
30,12,2011,2,47,1,1,,202307
30,12,2011,5,77,2,1,,34875
30,12,2011,6,47,1,1,,202505
30,12,2011,7,47,2,1,,70713
30,12,2011,12,47,2,1,,112238
30,12,2011,15,78,2,1,,123737
30,12,2011,17,41,2,1,,93188
30,12,2011,17,56,2,1,,93188
30,12,2011,19,54,1,1,,203819
30,12,2011,20,47,1,1,,203742
30,12,2011,20,54,1,1,,203742
30,12,2011,25,47,2,1,,128107
30,12,2011,27,47,1,1,,204184
30,12,2011,30,6,3,1,,42988
30,12,2011,33,23,1,1,,39690
30,12,2011,35,47,2,1,,103681
30,12,2011,35,96,2,1,,103681
30,12,2011,42,72,3,1,,39690
6,1,2012,4,47,1,0,,205863
6,1,2012,6,54,1,0,,202505
6,1,2012,9,98,2,0,,125833
6,1,2012,11,47,1,0,,207499
6,1,2012,14,47,1,0,,200898
6,1,2012,14,96,1,0,,200898
6,1,2012,16,59,2,0,,57197
6,1,2012,18,78,2,0,,120653
6,1,2012,21,47,2,0,,140167
6,1,2012,22,47,2,0,,119557
6,1,2012,32,54,1,0,,203007
6,1,2012,36,52,1,0,,39910
6,1,2012,41,47,1,0,,196321
6,1,2012,44,18,3,0,,39910
13,1,2012,6,47,1,0,,202505
13,1,2012,12,96,2,0,,112238
13,1,2012,17,41,2,0,,93188
13,1,2012,17,78,2,0,,93188
13,1,2012,18,96,2,0,,120653
13,1,2012,19,19,1,0,,203819
13,1,2012,21,94,2,0,,140167
13,1,2012,22,6,2,0,,119557
13,1,2012,22,49,2,0,,119557
13,1,2012,25,54,2,0,,128107
13,1,2012,31,54,1,0,,203750
13,1,2012,34,19,1,0,,158114
13,1,2012,41,47,1,0,,196321
13,1,2012,42,55,3,0,,39690
13,1,2012,43,85,3,0,,41062
20,1,2012,3,51,2,0,,37392
20,1,2012,3,94,2,0,,37392
20,1,2012,6,47,1,0,,202505
20,1,2012,9,78,2,0,,125833
20,1,2012,10,54,2,0,,126512
20,1,2012,16,48,2,0,,57197
20,1,2012,19,47,1,0,,203819
20,1,2012,29,43,2,0,,93638
20,1,2012,30,6,3,0,,42988
20,1,2012,30,99,3,0,,42988
20,1,2012,31,99,1,0,,203750
20,1,2012,34,47,1,0,,158114
20,1,2012,35,19,2,0,,103681
20,1,2012,35,49,2,0,,103681
20,1,2012,36,59,1,0,,39910
20,1,2012,39,47,1,0,,184109
20,1,2012,43,28,3,0,,41062
20,1,2012,44,6,3,0,,39910
27,1,2012,9,98,2,0,,125833
27,1,2012,10,47,2,0,,126512
27,1,2012,21,54,2,0,,140167
27,1,2012,22,49,2,0,,119557
27,1,2012,28,54,1,0,,206302
27,1,2012,29,47,2,0,,93638
27,1,2012,35,54,2,0,,103681
27,1,2012,35,94,2,0,,103681
27,1,2012,41,77,1,0,,196321
3,2,2012,17,41,2,0,,93188
3,2,2012,19,78,1,0,,203819
3,2,2012,24,47,1,0,,203819
3,2,2012,31,77,1,0,,203750
3,2,2012,35,94,2,0,,103681
3,2,2012,45,77,2,0,,118221
10,2,2012,5,59,2,1,,34875
10,2,2012,9,59,2,1,,125833
10,2,2012,10,36,2,1,,126512
10,2,2012,10,47,2,1,,126512
10,2,2012,16,59,2,1,,57197
10,2,2012,18,47,2,1,,120653
10,2,2012,39,54,1,1,,184109
17,2,2012,1,47,1,0,,151315
17,2,2012,12,80,2,0,,112238
17,2,2012,25,54,2,0,,128107
17,2,2012,35,19,2,0,,103681
17,2,2012,35,47,2,0,,103681
17,2,2012,35,77,2,0,,103681
17,2,2012,35,96,2,0,,103681
17,2,2012,36,52,1,0,,39910
17,2,2012,37,55,3,0,,39910
17,2,2012,43,28,3,0,,41062
24,2,2012,2,54,1,0,,202307
24,2,2012,6,47,1,0,,202505
24,2,2012,12,47,2,0,,112238
24,2,2012,17,41,2,0,,93188
24,2,2012,27,77,1,0,,204184
24,2,2012,29,43,2,0,,93638
24,2,2012,31,99,1,0,,203750
24,2,2012,36,52,1,0,,39910
24,2,2012,42,72,3,0,,39690
2,3,2012,9,36,2,0,,125833
2,3,2012,10,98,2,0,,126512
2,3,2012,17,41,2,0,,93188
2,3,2012,17,47,2,0,,93188
2,3,2012,23,94,2,0,,114533
2,3,2012,25,47,2,0,,128107
2,3,2012,29,19,2,0,,93638
2,3,2012,29,43,2,0,,93638
2,3,2012,42,44,3,0,,39690
9,3,2012,1,54,1,0,,151315
9,3,2012,16,47,2,0,,57197
9,3,2012,23,94,2,0,,114533
9,3,2012,29,47,2,0,,93638
9,3,2012,31,99,1,0,,203750
9,3,2012,32,47,1,0,,203007
9,3,2012,35,59,2,0,,103681
9,3,2012,36,34,1,0,,39910
9,3,2012,39,19,1,0,,184109
9,3,2012,42,72,3,0,,39690
9,3,2012,43,28,3,0,,41062
16,3,2012,1,47,1,0,,151315
16,3,2012,3,51,2,0,,37392
16,3,2012,9,80,2,0,,125833
16,3,2012,10,47,2,0,,126512
16,3,2012,14,47,1,0,,200898
16,3,2012,18,96,2,0,,120653
16,3,2012,19,19,1,0,,203819
16,3,2012,20,19,1,0,,203742
16,3,2012,31,47,1,0,,203750
16,3,2012,31,99,1,0,,203750
16,3,2012,35,54,2,0,,103681
16,3,2012,35,80,2,0,,103681
23,3,2012,1,48,1,0,,151315
23,3,2012,12,96,2,0,,112238
23,3,2012,14,47,1,0,,200898
23,3,2012,14,96,1,0,,200898
23,3,2012,23,47,2,0,,114533
23,3,2012,30,6,3,0,,42988
23,3,2012,35,59,2,0,,103681
23,3,2012,42,72,3,0,,39690
30,3,2012,10,54,2,0,,126512
30,3,2012,11,54,1,0,,207499
30,3,2012,15,54,2,0,,123737
30,3,2012,17,41,2,0,,93188
30,3,2012,20,19,1,0,,203742
30,3,2012,27,47,1,0,,204184
30,3,2012,30,17,3,0,,42988
30,3,2012,42,26,3,0,,39690
30,3,2012,44,33,3,0,,39910
6,4,2012,14,54,1,0,,200898
6,4,2012,19,54,1,0,,203819
6,4,2012,27,78,1,0,,204184
6,4,2012,29,19,2,0,,93638
6,4,2012,31,19,1,0,,203750
6,4,2012,35,80,2,0,,103681
6,4,2012,36,33,1,0,,39910
6,4,2012,36,44,1,0,,39910
6,4,2012,40,54,1,0,,155083
6,4,2012,42,22,3,0,,39690
6,4,2012,44,32,3,0,,39910
13,4,2012,2,47,1,0,,202307
13,4,2012,3,51,2,0,,37392
13,4,2012,10,98,2,0,,126512
13,4,2012,14,54,1,0,,200898
13,4,2012,16,47,2,0,,57197
13,4,2012,16,54,2,0,,57197
13,4,2012,35,54,2,0,,103681
13,4,2012,35,80,2,0,,103681
13,4,2012,36,72,1,0,,39910
13,4,2012,37,24,3,0,,39910
13,4,2012,39,19,1,0,,184109
13,4,2012,42,52,3,0,,39690
20,4,2012,2,54,1,0,,202307
20,4,2012,4,47,1,0,,205863
20,4,2012,5,98,2,0,,34875
20,4,2012,9,18,2,0,,125833
20,4,2012,11,47,1,0,,207499
20,4,2012,12,54,2,0,,112238
20,4,2012,24,19,1,0,,203819
20,4,2012,31,99,1,0,,203750
20,4,2012,32,47,1,0,,203007
20,4,2012,35,47,2,0,,103681
20,4,2012,35,59,2,0,,103681
20,4,2012,38,18,3,0,,39690
20,4,2012,43,32,3,0,,41062
20,4,2012,44,18,3,0,,39910
27,4,2012,2,18,1,0,,202307
27,4,2012,5,18,2,0,,34875
27,4,2012,6,18,1,0,,202505
27,4,2012,9,18,2,0,,125833
27,4,2012,10,18,2,0,,126512
27,4,2012,15,54,2,0,,123737
27,4,2012,18,47,2,0,,120653
27,4,2012,18,96,2,0,,120653
27,4,2012,26,18,1,0,,152513
27,4,2012,32,47,1,0,,203007
27,4,2012,35,47,2,0,,103681
27,4,2012,35,80,2,0,,103681
27,4,2012,35,94,2,0,,103681
27,4,2012,36,72,1,0,,39910
27,4,2012,37,6,3,0,,39910
27,4,2012,38,18,3,0,,39690
27,4,2012,39,19,1,0,,184109
4,5,2012,1,18,1,0,,151315
4,5,2012,3,18,2,0,,37392
4,5,2012,4,18,1,0,,205863
4,5,2012,5,59,2,0,,34875
4,5,2012,11,47,1,0,,207499
4,5,2012,15,18,2,0,,123737
4,5,2012,16,54,2,0,,57197
4,5,2012,18,47,2,0,,120653
4,5,2012,19,18,1,0,,203819
